"Gender","Item Purchased","Category","Purchase Amount (USD)","Location","Size","Season","Payment Method","Frequency of Purchases"
"Female","Coat","Outerwear","74","Alabama","S","Winter","Bank Transfer","Weekly"
"Female","Hoodie","Clothing","45","Idaho","L","Winter","Credit Card","Quarterly"
"Female","Dress","Clothing","97","Arkansas","M","Fall","Bank Transfer","Every 3 Months"
"Female","Blouse","Clothing","60","Ohio","M","Winter","Cash","Monthly"
"Female","Socks","Clothing","25","Illinois","M","Winter","PayPal","Annually"
"Female","Socks","Clothing","55","Nevada","XL","Spring","Credit Card","Weekly"
"Female","Shoes","Footwear","99","Texas","M","Winter","PayPal","Quarterly"
"Female","Belt","Accessories","45","Nevada","S","Summer","PayPal","Every 3 Months"
"Female","Sweater","Clothing","20","Oklahoma","M","Spring","Cash","Fortnightly"
"Female","Pants","Clothing","88","Alabama","XL","Summer","Debit Card","Weekly"
"Female","Scarf","Accessories","99","South Dakota","M","Summer","PayPal","Every 3 Months"
"Female","Skirt","Clothing","86","Texas","M","Spring","Credit Card","Monthly"
"Female","Dress","Clothing","70","Montana","M","Summer","Bank Transfer","Weekly"
"Female","Hat","Accessories","50","Wyoming","S","Fall","Debit Card","Fortnightly"
"Female","Handbag","Accessories","57","New York","L","Winter","PayPal","Monthly"
"Female","Pants","Clothing","69","Oregon","L","Winter","Bank Transfer","Annually"
"Female","T-shirt","Clothing","94","California","M","Fall","Credit Card","Monthly"
"Female","Jacket","Outerwear","24","North Carolina","L","Spring","Debit Card","Every 3 Months"
"Female","Scarf","Accessories","79","Kentucky","L","Spring","Venmo","Annually"
"Female","Hat","Accessories","31","Hawaii","XL","Fall","Cash","Weekly"
"Female","Jacket","Outerwear","67","Illinois","L","Winter","Venmo","Fortnightly"
"Female","Skirt","Clothing","63","West Virginia","L","Spring","Credit Card","Weekly"
"Female","Handbag","Accessories","61","South Carolina","XL","Spring","Credit Card","Bi-Weekly"
"Female","Backpack","Accessories","50","Montana","M","Summer","Venmo","Every 3 Months"
"Female","Coat","Outerwear","82","North Dakota","L","Spring","PayPal","Monthly"
"Female","Belt","Accessories","51","New Mexico","L","Fall","Cash","Monthly"
"Female","Handbag","Accessories","23","Missouri","L","Spring","Bank Transfer","Fortnightly"
"Female","Coat","Outerwear","91","West Virginia","M","Spring","Credit Card","Fortnightly"
"Female","Sweater","Clothing","60","South Carolina","S","Spring","Bank Transfer","Bi-Weekly"
"Female","Blouse","Clothing","34","West Virginia","S","Summer","Cash","Weekly"
"Female","Blouse","Clothing","23","Alaska","M","Spring","Venmo","Quarterly"
"Female","Belt","Accessories","82","West Virginia","M","Fall","PayPal","Monthly"
"Female","Jacket","Outerwear","73","New Mexico","M","Fall","Bank Transfer","Every 3 Months"
"Female","Shorts","Clothing","32","South Dakota","L","Spring","Venmo","Monthly"
"Female","Hat","Accessories","80","Oklahoma","M","Spring","Bank Transfer","Bi-Weekly"
"Female","Pants","Clothing","58","Oklahoma","XL","Summer","Credit Card","Fortnightly"
"Female","Blouse","Clothing","82","Alabama","XL","Winter","Venmo","Bi-Weekly"
"Female","Belt","Accessories","60","Mississippi","S","Summer","Credit Card","Fortnightly"
"Female","Handbag","Accessories","79","Mississippi","XL","Fall","Bank Transfer","Every 3 Months"
"Female","Hoodie","Clothing","41","Nebraska","L","Summer","PayPal","Bi-Weekly"
"Female","Jacket","Outerwear","39","Colorado","L","Summer","Venmo","Fortnightly"
"Female","Scarf","Accessories","36","Pennsylvania","S","Winter","Cash","Monthly"
"Female","Jeans","Clothing","70","Utah","M","Fall","Cash","Monthly"
"Female","Handbag","Accessories","47","Massachusetts","M","Summer","PayPal","Monthly"
"Female","Jacket","Outerwear","27","Iowa","M","Winter","PayPal","Fortnightly"
"Female","Hat","Accessories","52","Florida","L","Summer","Bank Transfer","Annually"
"Female","Sneakers","Footwear","75","Louisiana","L","Summer","Cash","Quarterly"
"Female","Hat","Accessories","30","Kansas","XL","Fall","Credit Card","Monthly"
"Female","Socks","Clothing","94","Kansas","M","Spring","Credit Card","Quarterly"
"Female","Scarf","Accessories","68","Kentucky","S","Summer","PayPal","Every 3 Months"
"Female","Socks","Clothing","45","New Mexico","M","Summer","Debit Card","Fortnightly"
"Female","Hat","Accessories","67","North Carolina","XL","Summer","Cash","Quarterly"
"Female","Jacket","Outerwear","46","North Dakota","M","Summer","PayPal","Monthly"
"Female","Shorts","Clothing","31","North Dakota","M","Summer","Credit Card","Every 3 Months"
"Female","Blouse","Clothing","44","Illinois","XL","Fall","Cash","Every 3 Months"
"Female","Coat","Outerwear","100","Maine","S","Winter","Venmo","Annually"
"Female","Sweater","Clothing","92","Indiana","XL","Winter","PayPal","Weekly"
"Female","Handbag","Accessories","78","North Dakota","M","Winter","Credit Card","Monthly"
"Female","T-shirt","Clothing","32","Missouri","S","Fall","Venmo","Weekly"
"Female","Sandals","Footwear","97","Alaska","M","Fall","Venmo","Monthly"
"Female","Gloves","Accessories","95","North Dakota","M","Summer","Debit Card","Annually"
"Female","Shorts","Clothing","64","Connecticut","M","Spring","Debit Card","Quarterly"
"Female","Sandals","Footwear","35","Wisconsin","M","Spring","Cash","Bi-Weekly"
"Female","Backpack","Accessories","54","New Jersey","M","Winter","Debit Card","Bi-Weekly"
"Female","Sneakers","Footwear","96","Missouri","M","Spring","Bank Transfer","Quarterly"
"Female","Sunglasses","Accessories","58","California","M","Summer","PayPal","Quarterly"
"Female","T-shirt","Clothing","23","Washington","M","Summer","PayPal","Bi-Weekly"
"Female","Jeans","Clothing","35","Minnesota","M","Spring","PayPal","Monthly"
"Female","Shirt","Clothing","23","California","M","Summer","Credit Card","Annually"
"Female","Hat","Accessories","94","Texas","XL","Winter","Bank Transfer","Quarterly"
"Female","Blouse","Clothing","45","Montana","M","Fall","Debit Card","Annually"
"Female","Jacket","Outerwear","23","Arizona","L","Winter","Bank Transfer","Bi-Weekly"
"Female","Skirt","Clothing","94","Minnesota","L","Winter","Credit Card","Monthly"
"Female","Gloves","Accessories","99","Nebraska","M","Fall","Cash","Fortnightly"
"Female","T-shirt","Clothing","36","Virginia","XL","Fall","Credit Card","Fortnightly"
"Female","Jacket","Outerwear","50","Connecticut","XL","Summer","Credit Card","Monthly"
"Female","Jacket","Outerwear","81","New Jersey","M","Spring","Credit Card","Weekly"
"Female","Shorts","Clothing","31","Kentucky","XL","Winter","Cash","Bi-Weekly"
"Female","Hat","Accessories","48","Washington","XL","Fall","Cash","Annually"
"Female","Handbag","Accessories","91","Florida","M","Summer","Venmo","Bi-Weekly"
"Female","Jeans","Clothing","99","Oklahoma","M","Summer","Venmo","Quarterly"
"Female","Shoes","Footwear","70","Iowa","XL","Summer","PayPal","Bi-Weekly"
"Female","T-shirt","Clothing","74","New Hampshire","L","Winter","Cash","Every 3 Months"
"Female","Jewelry","Accessories","79","Georgia","M","Fall","PayPal","Quarterly"
"Female","Handbag","Accessories","33","Mississippi","S","Fall","Cash","Bi-Weekly"
"Female","Shirt","Clothing","49","New Hampshire","L","Spring","Bank Transfer","Fortnightly"
"Female","Belt","Accessories","96","Washington","M","Summer","Bank Transfer","Bi-Weekly"
"Female","Dress","Clothing","66","Ohio","L","Fall","Credit Card","Every 3 Months"
"Female","Skirt","Clothing","45","Maryland","M","Fall","PayPal","Weekly"
"Female","Blouse","Clothing","28","Delaware","M","Spring","Bank Transfer","Bi-Weekly"
"Female","Jeans","Clothing","48","Tennessee","M","Summer","PayPal","Bi-Weekly"
"Female","Hoodie","Clothing","67","Arkansas","M","Winter","Credit Card","Monthly"
"Female","T-shirt","Clothing","59","Tennessee","M","Fall","Cash","Annually"
"Female","Sunglasses","Accessories","74","New Hampshire","L","Fall","Debit Card","Monthly"
"Female","Jacket","Outerwear","81","Minnesota","M","Spring","Cash","Every 3 Months"
"Female","Shoes","Footwear","26","Florida","M","Spring","Credit Card","Bi-Weekly"
"Female","Handbag","Accessories","61","Tennessee","M","Summer","Venmo","Fortnightly"
"Female","Sweater","Clothing","23","California","M","Winter","Bank Transfer","Bi-Weekly"
"Female","Scarf","Accessories","33","Oregon","M","Fall","Credit Card","Monthly"
"Female","Skirt","Clothing","58","Tennessee","L","Fall","Credit Card","Every 3 Months"
"Female","Gloves","Accessories","65","North Carolina","M","Spring","Debit Card","Quarterly"
"Female","T-shirt","Clothing","48","Tennessee","M","Summer","Venmo","Fortnightly"
"Female","Sandals","Footwear","25","Nebraska","M","Spring","Bank Transfer","Every 3 Months"
"Female","Sweater","Clothing","51","Maine","M","Winter","Cash","Monthly"
"Female","Belt","Accessories","31","Illinois","M","Summer","Cash","Fortnightly"
"Female","Hoodie","Clothing","99","Colorado","S","Winter","PayPal","Annually"
"Female","Socks","Clothing","25","Pennsylvania","M","Winter","Credit Card","Every 3 Months"
"Female","Sandals","Footwear","52","Minnesota","M","Spring","Debit Card","Every 3 Months"
"Female","Blouse","Clothing","47","Nevada","S","Spring","Debit Card","Annually"
"Female","Boots","Footwear","98","Connecticut","XL","Fall","Credit Card","Annually"
"Female","Hat","Accessories","46","Ohio","M","Winter","Cash","Quarterly"
"Female","Shirt","Clothing","32","Kentucky","M","Winter","PayPal","Fortnightly"
"Female","Shorts","Clothing","75","Minnesota","L","Fall","Cash","Quarterly"
"Female","Handbag","Accessories","51","Tennessee","L","Summer","Cash","Weekly"
"Female","Dress","Clothing","52","North Dakota","L","Summer","PayPal","Every 3 Months"
"Female","Hat","Accessories","66","Minnesota","L","Winter","Credit Card","Quarterly"
"Female","Sweater","Clothing","35","Nebraska","M","Spring","Bank Transfer","Weekly"
"Female","Coat","Outerwear","43","Delaware","M","Fall","Venmo","Bi-Weekly"
"Female","Hoodie","Clothing","24","Minnesota","L","Summer","Venmo","Quarterly"
"Female","Jewelry","Accessories","83","Rhode Island","M","Winter","Credit Card","Every 3 Months"
"Female","T-shirt","Clothing","62","Michigan","M","Fall","Cash","Quarterly"
"Female","Pants","Clothing","78","New Jersey","S","Spring","Credit Card","Bi-Weekly"
"Female","Sweater","Clothing","61","South Dakota","M","Spring","Credit Card","Weekly"
"Female","Pants","Clothing","57","North Carolina","L","Fall","Venmo","Annually"
"Female","Socks","Clothing","70","Oregon","S","Summer","PayPal","Annually"
"Female","Hoodie","Clothing","57","Montana","M","Fall","Debit Card","Every 3 Months"
"Female","Scarf","Accessories","74","New Jersey","XL","Winter","Venmo","Bi-Weekly"
"Female","Dress","Clothing","90","Arizona","M","Fall","Debit Card","Monthly"
"Female","Sandals","Footwear","98","Vermont","S","Spring","PayPal","Annually"
"Female","Dress","Clothing","43","Colorado","M","Winter","Debit Card","Every 3 Months"
"Female","Pants","Clothing","37","Tennessee","XL","Winter","PayPal","Quarterly"
"Female","Blouse","Clothing","38","New Jersey","L","Summer","Bank Transfer","Bi-Weekly"
"Female","Jeans","Clothing","60","Montana","L","Winter","Cash","Fortnightly"
"Female","Pants","Clothing","55","Montana","XL","Winter","Debit Card","Annually"
"Female","Sunglasses","Accessories","51","Nevada","M","Fall","Venmo","Fortnightly"
"Female","Backpack","Accessories","71","Nevada","L","Winter","Credit Card","Weekly"
"Female","Hoodie","Clothing","61","Louisiana","M","Spring","PayPal","Every 3 Months"
"Female","Boots","Footwear","65","Illinois","M","Summer","Cash","Bi-Weekly"
"Female","Gloves","Accessories","34","South Carolina","L","Fall","Credit Card","Annually"
"Female","Blouse","Clothing","87","Washington","M","Summer","Bank Transfer","Bi-Weekly"
"Female","Sweater","Clothing","79","Nebraska","M","Spring","Venmo","Quarterly"
"Female","Dress","Clothing","46","Alabama","S","Spring","Cash","Quarterly"
"Female","Socks","Clothing","72","Montana","L","Summer","Bank Transfer","Annually"
"Female","Shirt","Clothing","93","Minnesota","M","Summer","Credit Card","Every 3 Months"
"Female","Sandals","Footwear","76","Ohio","L","Summer","Bank Transfer","Bi-Weekly"
"Female","Shoes","Footwear","56","New York","L","Winter","Cash","Weekly"
"Female","Sandals","Footwear","83","Indiana","M","Fall","Venmo","Quarterly"
"Female","Gloves","Accessories","90","Delaware","XL","Winter","PayPal","Bi-Weekly"
"Female","Boots","Footwear","94","Connecticut","M","Spring","Bank Transfer","Quarterly"
"Female","Blouse","Clothing","68","New York","M","Fall","Bank Transfer","Annually"
"Female","Sandals","Footwear","53","Alabama","M","Spring","Bank Transfer","Every 3 Months"
"Female","Coat","Outerwear","35","Massachusetts","M","Summer","Debit Card","Fortnightly"
"Female","Jacket","Outerwear","30","South Carolina","M","Summer","Debit Card","Annually"
"Female","Jewelry","Accessories","26","West Virginia","L","Winter","Venmo","Bi-Weekly"
"Female","Hat","Accessories","60","Kentucky","M","Winter","PayPal","Bi-Weekly"
"Female","Shoes","Footwear","30","New Jersey","M","Summer","PayPal","Weekly"
"Female","Coat","Outerwear","91","New York","L","Winter","Venmo","Monthly"
"Female","Boots","Footwear","71","Massachusetts","M","Spring","PayPal","Bi-Weekly"
"Female","Scarf","Accessories","64","Florida","L","Summer","Credit Card","Monthly"
"Female","Hat","Accessories","54","Michigan","M","Summer","Debit Card","Bi-Weekly"
"Female","Socks","Clothing","35","Oregon","XL","Fall","Credit Card","Annually"
"Female","T-shirt","Clothing","38","Michigan","XL","Winter","Cash","Annually"
"Female","Jewelry","Accessories","69","Washington","M","Fall","Venmo","Monthly"
"Female","Skirt","Clothing","96","Alaska","S","Winter","Debit Card","Weekly"
"Female","Socks","Clothing","73","Montana","M","Winter","Bank Transfer","Every 3 Months"
"Female","Belt","Accessories","49","New Mexico","S","Summer","Venmo","Annually"
"Female","Boots","Footwear","44","Connecticut","M","Summer","PayPal","Every 3 Months"
"Female","Socks","Clothing","93","Alaska","M","Spring","PayPal","Annually"
"Female","Pants","Clothing","72","Ohio","S","Summer","Venmo","Fortnightly"
"Female","Socks","Clothing","91","Montana","M","Summer","Debit Card","Bi-Weekly"
"Female","Belt","Accessories","83","Nebraska","L","Winter","Bank Transfer","Monthly"
"Female","Jacket","Outerwear","62","Oklahoma","S","Winter","PayPal","Annually"
"Female","Shirt","Clothing","71","Kentucky","M","Fall","Credit Card","Monthly"
"Female","Gloves","Accessories","93","Idaho","M","Summer","Venmo","Quarterly"
"Female","Handbag","Accessories","63","Maryland","L","Fall","PayPal","Weekly"
"Female","Sweater","Clothing","96","Tennessee","XL","Fall","Credit Card","Annually"
"Female","Skirt","Clothing","78","Michigan","M","Spring","PayPal","Weekly"
"Female","Dress","Clothing","24","Tennessee","L","Summer","Cash","Bi-Weekly"
"Female","Pants","Clothing","63","Rhode Island","S","Summer","Bank Transfer","Bi-Weekly"
"Female","Hat","Accessories","58","Florida","M","Fall","Debit Card","Annually"
"Female","Boots","Footwear","55","Louisiana","S","Spring","Cash","Weekly"
"Female","Sandals","Footwear","58","Arkansas","M","Fall","Bank Transfer","Bi-Weekly"
"Female","Coat","Outerwear","28","Kentucky","S","Winter","Bank Transfer","Fortnightly"
"Female","Blouse","Clothing","37","Kansas","M","Spring","Cash","Monthly"
"Female","Shorts","Clothing","78","Vermont","M","Spring","PayPal","Monthly"
"Female","Blouse","Clothing","73","Nevada","XL","Fall","Credit Card","Annually"
"Female","Jacket","Outerwear","20","Oklahoma","M","Spring","Venmo","Fortnightly"
"Female","Shirt","Clothing","60","Alabama","L","Winter","Venmo","Bi-Weekly"
"Female","Handbag","Accessories","71","Louisiana","S","Fall","PayPal","Bi-Weekly"
"Female","T-shirt","Clothing","89","Ohio","M","Fall","Venmo","Annually"
"Female","Hoodie","Clothing","53","Texas","M","Fall","Venmo","Monthly"
"Female","Jewelry","Accessories","87","Maryland","M","Summer","Cash","Fortnightly"
"Female","Jewelry","Accessories","37","West Virginia","L","Spring","Venmo","Quarterly"
"Female","Hoodie","Clothing","37","Ohio","L","Fall","PayPal","Annually"
"Female","Scarf","Accessories","78","Indiana","M","Spring","Bank Transfer","Bi-Weekly"
"Female","Shoes","Footwear","23","Wyoming","S","Spring","Cash","Quarterly"
"Female","Jeans","Clothing","73","Michigan","L","Spring","Credit Card","Every 3 Months"
"Female","Jewelry","Accessories","27","Maine","M","Fall","PayPal","Fortnightly"
"Female","Coat","Outerwear","59","Utah","S","Winter","PayPal","Annually"
"Female","Backpack","Accessories","53","Iowa","M","Spring","Debit Card","Weekly"
"Female","Socks","Clothing","42","Maryland","S","Summer","Bank Transfer","Annually"
"Female","Scarf","Accessories","45","Texas","M","Fall","Credit Card","Annually"
"Female","Sunglasses","Accessories","89","Ohio","S","Winter","Debit Card","Quarterly"
"Female","Socks","Clothing","85","North Dakota","L","Fall","Cash","Annually"
"Female","Coat","Outerwear","69","West Virginia","S","Summer","Cash","Bi-Weekly"
"Female","Sandals","Footwear","66","North Carolina","S","Spring","Cash","Bi-Weekly"
"Female","Blouse","Clothing","42","Georgia","S","Summer","Debit Card","Weekly"
"Female","Dress","Clothing","40","Kansas","M","Spring","Cash","Weekly"
"Female","Pants","Clothing","82","Maine","M","Winter","Venmo","Monthly"
"Female","Sneakers","Footwear","88","South Carolina","M","Spring","Cash","Quarterly"
"Female","Boots","Footwear","99","South Carolina","XL","Summer","Cash","Weekly"
"Female","Handbag","Accessories","85","Kentucky","S","Spring","Debit Card","Bi-Weekly"
"Female","Handbag","Accessories","57","Arizona","M","Fall","PayPal","Quarterly"
"Female","Sweater","Clothing","56","New York","S","Summer","Cash","Monthly"
"Female","Sandals","Footwear","79","New Hampshire","L","Winter","PayPal","Monthly"
"Female","Socks","Clothing","67","Ohio","S","Summer","Debit Card","Bi-Weekly"
"Female","Gloves","Accessories","61","Hawaii","M","Winter","Debit Card","Weekly"
"Female","Hoodie","Clothing","37","Texas","L","Winter","Credit Card","Every 3 Months"
"Female","Dress","Clothing","75","Illinois","L","Fall","Credit Card","Bi-Weekly"
"Female","Shirt","Clothing","21","Massachusetts","XL","Winter","Debit Card","Fortnightly"
"Female","Shorts","Clothing","89","North Carolina","L","Winter","PayPal","Weekly"
"Female","Sandals","Footwear","24","West Virginia","L","Fall","Bank Transfer","Annually"
"Female","Sweater","Clothing","27","Delaware","XL","Spring","Cash","Quarterly"
"Female","Dress","Clothing","26","Idaho","L","Summer","PayPal","Every 3 Months"
"Female","Boots","Footwear","82","Oregon","M","Spring","Credit Card","Quarterly"
"Female","Pants","Clothing","28","Maine","M","Winter","Cash","Monthly"
"Female","Gloves","Accessories","65","South Dakota","M","Fall","Bank Transfer","Annually"
"Female","Pants","Clothing","82","New Mexico","XL","Winter","Credit Card","Weekly"
"Female","Scarf","Accessories","38","Washington","M","Winter","PayPal","Quarterly"
"Female","Shorts","Clothing","33","Georgia","XL","Spring","Cash","Weekly"
"Female","Shoes","Footwear","38","Idaho","M","Summer","PayPal","Monthly"
"Female","Handbag","Accessories","48","Colorado","M","Spring","Venmo","Every 3 Months"
"Female","Sandals","Footwear","35","Kentucky","M","Summer","Bank Transfer","Bi-Weekly"
"Female","Socks","Clothing","29","New Jersey","L","Fall","PayPal","Every 3 Months"
"Female","Shirt","Clothing","48","Oregon","S","Fall","Debit Card","Fortnightly"
"Female","Shoes","Footwear","87","Nebraska","M","Fall","Bank Transfer","Weekly"
"Female","Backpack","Accessories","62","Massachusetts","M","Fall","Bank Transfer","Quarterly"
"Female","Shirt","Clothing","96","Nebraska","M","Spring","Cash","Weekly"
"Female","Handbag","Accessories","41","Hawaii","S","Fall","Venmo","Monthly"
"Female","Jewelry","Accessories","42","Indiana","L","Winter","Bank Transfer","Every 3 Months"
"Female","Shirt","Clothing","57","Illinois","L","Winter","Cash","Fortnightly"
"Female","Handbag","Accessories","65","Colorado","S","Spring","Credit Card","Every 3 Months"
"Female","Pants","Clothing","54","Pennsylvania","M","Fall","Bank Transfer","Weekly"
"Female","T-shirt","Clothing","22","Ohio","L","Winter","Venmo","Bi-Weekly"
"Female","Sneakers","Footwear","96","Pennsylvania","S","Fall","Venmo","Monthly"
"Female","Jewelry","Accessories","81","Mississippi","M","Summer","Credit Card","Every 3 Months"
"Female","Shirt","Clothing","46","Kentucky","M","Fall","Debit Card","Quarterly"
"Female","Blouse","Clothing","74","Alaska","XL","Spring","Credit Card","Fortnightly"
"Female","Sneakers","Footwear","50","Georgia","XL","Winter","Cash","Monthly"
"Female","Dress","Clothing","80","South Dakota","XL","Winter","Debit Card","Bi-Weekly"
"Female","Boots","Footwear","56","South Carolina","S","Summer","PayPal","Bi-Weekly"
"Female","Skirt","Clothing","69","Tennessee","M","Winter","Debit Card","Every 3 Months"
"Female","Shirt","Clothing","97","Colorado","M","Spring","PayPal","Quarterly"
"Female","Shorts","Clothing","66","Wisconsin","M","Winter","Bank Transfer","Fortnightly"
"Female","Hat","Accessories","70","Georgia","S","Spring","Bank Transfer","Monthly"
"Female","Shoes","Footwear","50","Maryland","M","Winter","Venmo","Weekly"
"Female","Pants","Clothing","85","New Jersey","M","Spring","Cash","Quarterly"
"Female","Backpack","Accessories","59","Nevada","M","Summer","Cash","Fortnightly"
"Female","Pants","Clothing","74","Michigan","L","Summer","Credit Card","Monthly"
"Female","Sunglasses","Accessories","38","Wyoming","L","Winter","Bank Transfer","Annually"
"Female","Sweater","Clothing","99","Massachusetts","M","Spring","PayPal","Every 3 Months"
"Female","Blouse","Clothing","97","Washington","S","Spring","Cash","Weekly"
"Female","Scarf","Accessories","67","Maine","L","Summer","PayPal","Annually"
"Female","T-shirt","Clothing","20","Montana","S","Winter","Bank Transfer","Weekly"
"Female","Sunglasses","Accessories","45","Oklahoma","L","Spring","PayPal","Weekly"
"Female","Shoes","Footwear","52","North Dakota","XL","Winter","Cash","Quarterly"
"Female","Pants","Clothing","68","Connecticut","L","Fall","Credit Card","Annually"
"Female","Sneakers","Footwear","98","Texas","L","Fall","Venmo","Fortnightly"
"Female","Shoes","Footwear","83","Delaware","M","Fall","Cash","Weekly"
"Female","Shorts","Clothing","51","Mississippi","M","Summer","Debit Card","Monthly"
"Female","Handbag","Accessories","21","Minnesota","L","Spring","Venmo","Monthly"
"Female","Handbag","Accessories","92","Georgia","M","Spring","Credit Card","Every 3 Months"
"Female","Shoes","Footwear","63","Iowa","S","Spring","Venmo","Monthly"
"Female","Jewelry","Accessories","56","New York","S","Spring","Credit Card","Bi-Weekly"
"Female","Shorts","Clothing","95","Nevada","M","Spring","Bank Transfer","Weekly"
"Female","Blouse","Clothing","66","Virginia","M","Winter","PayPal","Annually"
"Female","Coat","Outerwear","28","Idaho","S","Spring","Venmo","Weekly"
"Female","Hat","Accessories","83","Colorado","M","Winter","PayPal","Every 3 Months"
"Female","Socks","Clothing","55","Wisconsin","XL","Fall","Cash","Every 3 Months"
"Female","Sandals","Footwear","28","Connecticut","M","Spring","Debit Card","Annually"
"Female","Scarf","Accessories","79","Kansas","M","Summer","Bank Transfer","Bi-Weekly"
"Female","Scarf","Accessories","31","Pennsylvania","L","Summer","Credit Card","Annually"
"Female","Blouse","Clothing","37","Utah","M","Fall","Debit Card","Fortnightly"
"Female","T-shirt","Clothing","34","Oregon","M","Summer","Bank Transfer","Fortnightly"
"Female","Shoes","Footwear","74","West Virginia","S","Winter","Cash","Weekly"
"Female","Gloves","Accessories","31","Montana","L","Spring","Venmo","Weekly"
"Female","Sunglasses","Accessories","66","Kentucky","M","Winter","PayPal","Quarterly"
"Female","Shoes","Footwear","99","Minnesota","M","Spring","Bank Transfer","Weekly"
"Female","Dress","Clothing","55","Louisiana","M","Spring","Credit Card","Fortnightly"
"Female","Blouse","Clothing","23","Delaware","L","Spring","Cash","Quarterly"
"Female","Sweater","Clothing","88","Arizona","M","Fall","Cash","Bi-Weekly"
"Female","Jacket","Outerwear","26","Nevada","M","Summer","PayPal","Every 3 Months"
"Female","Backpack","Accessories","94","Alaska","L","Summer","Venmo","Quarterly"
"Female","Shorts","Clothing","25","Utah","M","Fall","Venmo","Every 3 Months"
"Female","Socks","Clothing","96","Kansas","XL","Fall","Credit Card","Annually"
"Female","Sneakers","Footwear","29","North Carolina","L","Spring","Credit Card","Fortnightly"
"Female","Sneakers","Footwear","36","Maryland","M","Winter","Bank Transfer","Weekly"
"Female","Blouse","Clothing","90","Maine","M","Summer","Credit Card","Every 3 Months"
"Female","Gloves","Accessories","38","Illinois","S","Summer","Venmo","Annually"
"Female","Handbag","Accessories","52","Pennsylvania","S","Spring","PayPal","Monthly"
"Female","Jeans","Clothing","88","Alaska","S","Spring","Venmo","Monthly"
"Female","Scarf","Accessories","56","New Mexico","S","Summer","Credit Card","Monthly"
"Female","Sandals","Footwear","71","Arkansas","M","Spring","PayPal","Quarterly"
"Female","Sandals","Footwear","94","Alaska","M","Fall","Bank Transfer","Fortnightly"
"Female","Dress","Clothing","97","Louisiana","XL","Winter","Debit Card","Annually"
"Female","Skirt","Clothing","27","North Dakota","M","Summer","Bank Transfer","Every 3 Months"
"Female","Shorts","Clothing","28","Rhode Island","M","Spring","Credit Card","Monthly"
"Female","Jeans","Clothing","67","Connecticut","L","Fall","PayPal","Monthly"
"Female","Socks","Clothing","70","New York","M","Fall","Bank Transfer","Quarterly"
"Female","Coat","Outerwear","95","Kentucky","M","Fall","Venmo","Bi-Weekly"
"Female","Boots","Footwear","24","Maine","L","Spring","Venmo","Bi-Weekly"
"Female","Belt","Accessories","35","Missouri","S","Winter","Bank Transfer","Weekly"
"Female","Shoes","Footwear","22","Georgia","L","Winter","Bank Transfer","Quarterly"
"Female","Scarf","Accessories","66","Arizona","L","Fall","Credit Card","Every 3 Months"
"Female","Blouse","Clothing","83","New Hampshire","M","Summer","Cash","Bi-Weekly"
"Female","Dress","Clothing","95","Georgia","M","Fall","Credit Card","Weekly"
"Female","Shorts","Clothing","41","California","S","Summer","PayPal","Annually"
"Female","Blouse","Clothing","77","Arizona","L","Summer","Credit Card","Every 3 Months"
"Female","Sneakers","Footwear","52","Florida","L","Fall","Debit Card","Monthly"
"Female","Gloves","Accessories","41","New York","XL","Winter","Venmo","Bi-Weekly"
"Female","Hoodie","Clothing","28","Idaho","M","Winter","PayPal","Bi-Weekly"
"Female","Sweater","Clothing","90","Virginia","S","Summer","Debit Card","Annually"
"Female","Sunglasses","Accessories","55","Michigan","M","Spring","Cash","Annually"
"Female","Belt","Accessories","73","New Hampshire","M","Spring","Cash","Every 3 Months"
"Female","Dress","Clothing","87","South Dakota","M","Fall","Venmo","Every 3 Months"
"Female","Jacket","Outerwear","89","South Dakota","M","Winter","Bank Transfer","Quarterly"
"Female","Boots","Footwear","82","New Jersey","L","Spring","Venmo","Fortnightly"
"Female","Sandals","Footwear","80","Wyoming","M","Spring","PayPal","Monthly"
"Female","Scarf","Accessories","87","Alabama","L","Summer","Venmo","Quarterly"
"Female","Blouse","Clothing","41","South Dakota","M","Spring","PayPal","Annually"
"Female","Hoodie","Clothing","83","South Carolina","M","Spring","Cash","Fortnightly"
"Female","Sunglasses","Accessories","71","New Mexico","M","Summer","Bank Transfer","Quarterly"
"Female","Hoodie","Clothing","76","Connecticut","XL","Spring","Bank Transfer","Bi-Weekly"
"Female","Scarf","Accessories","34","Kansas","S","Spring","Cash","Weekly"
"Female","Dress","Clothing","81","South Carolina","XL","Spring","Cash","Bi-Weekly"
"Female","T-shirt","Clothing","47","North Carolina","M","Summer","PayPal","Monthly"
"Female","Skirt","Clothing","36","Wyoming","S","Summer","Debit Card","Quarterly"
"Female","Jeans","Clothing","51","Louisiana","M","Spring","Cash","Weekly"
"Female","Hoodie","Clothing","86","Louisiana","M","Fall","Debit Card","Annually"
"Female","Jeans","Clothing","41","Alabama","M","Fall","Bank Transfer","Every 3 Months"
"Female","Sandals","Footwear","90","Minnesota","XL","Fall","Venmo","Annually"
"Female","Hat","Accessories","93","New Mexico","L","Fall","Venmo","Bi-Weekly"
"Female","Gloves","Accessories","56","Tennessee","M","Fall","Cash","Every 3 Months"
"Female","Socks","Clothing","39","New Mexico","M","Summer","Debit Card","Monthly"
"Female","Jacket","Outerwear","86","Texas","XL","Fall","Bank Transfer","Fortnightly"
